,ReviewText,aspects,terms
282,The real stand out on this computer is the feel of the keyboard and it's speed.,"['KEYBOARD#QUALITY', 'LAPTOP#OPERATION_PERFORMANCE']",
283,"It is fast booting up , shutting down, and connection with the internet.","['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#CONNECTIVITY']",
284,The one thing I wish it had was a detailed hardcopy manuel.,['LAPTOP#MISCELLANEOUS'],
285,"I think the manual is somewhere on the hard drive, but I rather have a hard copy.",['LAPTOP#MISCELLANEOUS'],
286,"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",['LAPTOP#MISCELLANEOUS'],
287,It's priced very reasonable and works very well right out of the box.,"['LAPTOP#PRICE', 'LAPTOP#OPERATION_PERFORMANCE']",
288,"Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours, or at the hotel taking care of some last minute details and documents.","['LAPTOP#GENERAL', 'LAPTOP#PORTABILITY', 'LAPTOP#MISCELLANEOUS']",
289,the screen/video resolution won't increase to a higher resolution then 1024 x 60,['DISPLAY#QUALITY'],
290,"That being said, it still runs video in full screen decently.",['DISPLAY#OPERATION_PERFORMANCE'],
291,"The sound is a bit quiet if you're on a plane, this can easily be overcome with a decent pair of head phones.",['MULTIMEDIA_DEVICES#QUALITY'],
292,"Bottom line, I doubt you'd be overly disappointed if you invest in this machine.",['LAPTOP#GENERAL'],
293,"Yes, I thought the expese was a little much, but I now realize you get what you pay for.","['LAPTOP#PRICE', 'LAPTOP#GENERAL']",
294,"I love my Apple, it is quick and easy to use.","['LAPTOP#GENERAL', 'LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#USABILITY']",
295,"I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.",['SUPPORT#QUALITY'],
296,I can't say enough of how satisfied I am with their product and help aftermarket.,"['LAPTOP#GENERAL', 'SUPPORT#QUALITY']",
297,Money and time well spent!,"['LAPTOP#GENERAL', 'LAPTOP#PRICE']",
298,Highly recommended!,['LAPTOP#GENERAL'],
299,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.","['LAPTOP#PRICE', 'SHIPPING#PRICE', 'LAPTOP#GENERAL']",
300,"The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.","['LAPTOP#MISCELLANEOUS', 'LAPTOP#OPERATION_PERFORMANCE']",
301,Speakers doesn't sound that great.,['MULTIMEDIA_DEVICES#QUALITY'],
302,"Love the speed, especially!",['LAPTOP#OPERATION_PERFORMANCE'],
303,So glad I decided to upgrade!,['LAPTOP#GENERAL'],
304,"I've owned this labtop for less then two months, already the mouse button has broke.",['MOUSE#QUALITY'],
305,"Still under warrenty so called Toshiba, no help at all.",['SUPPORT#QUALITY'],
306,I'm stuck w/ a broken computer.,['LAPTOP#QUALITY'],
307,"Will not buy another Toshiba, this is my second, not happy w/ either.","['LAPTOP#GENERAL', 'COMPANY#GENERAL']",
308,"I love its solid build, light wt and excellent battery life (for now).","['LAPTOP#QUALITY', 'LAPTOP#DESIGN_FEATURES', 'BATTERY#OPERATION_PERFORMANCE']",
309,Excellent LED monitor and well equipped.,"['DISPLAY#DESIGN_FEATURES', 'LAPTOP#DESIGN_FEATURES']",
310,I love the Apple products.,['COMPANY#GENERAL'],
311,"The Toshiba Mini Notebook, Model NB 305-N410BL, is a great little computer.",['LAPTOP#GENERAL'],
312,"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.","['KEYBOARD#DESIGN_FEATURES', 'KEYBOARD#USABILITY', 'LAPTOP#DESIGN_FEATURES', 'LAPTOP#USABILITY']",
313,"Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap;",['LAPTOP#USABILITY'],
314,both upgrades were quickly accomplished after purchasing the necessary Product Key.,['LAPTOP#USABILITY'],
315,"Other installed features, such as certain printer software, are also most attractive.",['LAPTOP#DESIGN_FEATURES'],
316,"Ever since I bought this laptop, so far I've experience nothing but constant break downs of the laptop and bad customer services I received over the phone with toshiba customer services hotlines.","['LAPTOP#QUALITY', 'SUPPORT#QUALITY']",
317,I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.,"['LAPTOP#QUALITY', 'SUPPORT#QUALITY']",
318,"Toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another, and I am not kidding you, I called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again, since they make it sound like they don't have your history list of your calls right in front of them.",['SUPPORT#QUALITY'],
319,It's a long and tirring process that after a while it seems like their game plan was to wear you out so you would want to give up on contacting them.,['SUPPORT#QUALITY'],
320,"And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended).",['SUPPORT#QUALITY'],
321,"Long story short, since I experience so many problems with my laptop every since I bought it from day one, I didn't ask for a new laptop or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in.","['LAPTOP#QUALITY', 'SUPPORT#QUALITY']",
322,Was this product worth my time and money to ever want to purchase another products that is toshiba or relating to toshiba?,"['LAPTOP#GENERAL', 'COMPANY#GENERAL']",
323,I'll rather be out of date then spend more money on toshiba.,['COMPANY#GENERAL'],
324,Remember to do your research first before consider buying a toshiba product.,['COMPANY#GENERAL'],
325,All I can say is W-O-W.,['LAPTOP#GENERAL'],
326,This laptop is insane!!!,['LAPTOP#GENERAL'],
327,It's so nice to look at and the keys are easy to type with.,"['LAPTOP#DESIGN_FEATURES', 'KEYBOARD#USABILITY']",
328,I bought a protector for my key pad and it works great :),['KEYBOARD#OPERATION_PERFORMANCE'],
329,This is definitely a computer worth the money;,"['LAPTOP#GENERAL', 'LAPTOP#PRICE']",
330,The mouse is a little bit different than what you're used to though- it has one big flat panel and one full bar (instead of two separate ones) to click with- but you get used to it quite quickly.,"['MOUSE#DESIGN_FEATURES', 'MOUSE#USABILITY']",
331,"AND the best part is that it even comes with a free printer (when they have a certain promotion/offer going, of course)!",['LAPTOP#MISCELLANEOUS'],
332,"Overall, this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from.","['LAPTOP#GENERAL', 'LAPTOP#DESIGN_FEATURES']",
333,The Apple team also assists you very nicely when choosing which computer is right for you :),['SUPPORT#QUALITY'],
334,"Obviously, this Macbook is P-E-R-F-E-C-T for me because it does exactly what I need in an easy-to-function way.","['LAPTOP#GENERAL', 'LAPTOP#USABILITY']",
335,DEFINITELY recommended!!!,['LAPTOP#GENERAL'],
336,"Not a bad laptop, it's a bit slow, but gets the job done.","['LAPTOP#GENERAL', 'LAPTOP#OPERATION_PERFORMANCE']",
337,The lcd screen stopped working on mine after 10 months.,"['DISPLAY#QUALITY', 'DISPLAY#OPERATION_PERFORMANCE']",
338,I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,['SUPPORT#MISCELLANEOUS'],
339,"upon giving them the serial number the first thing I was told, was that it was out of warranty and I could pay to have it repaired even though I had the receipt in front of me proving it still had 2 months left on the warranty.",['SUPPORT#QUALITY'],
340,even though I had the receipt in front of me proving it still had 2 months left on the warranty.,['SUPPORT#QUALITY'],
341,Dealing with the support drone on the other end of the chat was sheer torture.,['SUPPORT#QUALITY'],
342,English must have been his third or fourth language.,['SUPPORT#QUALITY'],
343,"His language was so bad I swore I was taking the turing test, and it was failing.",['SUPPORT#QUALITY'],
344,after trying to get some help he disconnected on me.,['SUPPORT#QUALITY'],
345,"After 4 days, being denied 6 times and told off once, I managed to get through and was able to send them a scanned copy of the receipt.",['SUPPORT#QUALITY'],
346,Then they had me jump through many hoops and questions to see if they could find another way to invalidate me.,['SUPPORT#QUALITY'],
347,"After they found no other way, they told me to courier it to them(since they don't allow the use of the post office) at my expense, and sent me a 4 page list of very specific packaging instructions to follow or it wouldn't be covered.",['SUPPORT#QUALITY'],
348,I managed to comply with these too and now have to wait and see if they can find another way to screw me.,['SUPPORT#QUALITY'],
349,They really do have the worlds very worst repair service.,['SUPPORT#QUALITY'],
350,"This computer gets very hot, before shutting down.",['LAPTOP#QUALITY'],
351,It is not ideal for children because of the temp.,"['LAPTOP#QUALITY', 'LAPTOP#MISCELLANEOUS']",
352,"I Contacted HP  about this situation and was given excuses, without results.",['SUPPORT#QUALITY'],
353,They didn't even try to assist me or even offer a replacement.,['SUPPORT#QUALITY'],
354,I will never purchase a HP again ever.,['COMPANY#GENERAL'],
355,"Let's just get this out of the way, I love Apple!",['COMPANY#GENERAL'],
356,But the Macbook is the best!,['LAPTOP#GENERAL'],
357,It is super easy to use.,['LAPTOP#USABILITY'],
358,All you have to do is turn it on and it works.,"['LAPTOP#USABILITY', 'LAPTOP#OPERATION_PERFORMANCE']",
359,"It is very durable, I am pretty rough when it comes to electronics and it has taken it all with no reprecutions yet.",['LAPTOP#QUALITY'],
360,"I don't do any high tech stuff on it, just write papers, check mail, and sometimes play games, so I can't reccomend it if you are in the computer field.",['LAPTOP#MISCELLANEOUS'],
361,In the past four years I've had it I have never once gotten a virus.,['LAPTOP#QUALITY'],
362,"I did have to replace the battery once, but that was only a couple months ago and it's been working perfect ever since.","['BATTERY#QUALITY', 'BATTERY#OPERATION_PERFORMANCE']",
363,"I would definitely reccomend this if you are in the market for an easy to use, stylish, fun, awesome computer.","['LAPTOP#USABILITY', 'LAPTOP#DESIGN_FEATURES', 'LAPTOP#GENERAL']",
364,"Also it is very good for college students who just need a reliable, easy to use computer.","['LAPTOP#MISCELLANEOUS', 'LAPTOP#QUALITY', 'LAPTOP#USABILITY']",
365,This laptop does everything I need it to very well.,['LAPTOP#GENERAL'],
366,The best thing about this laptop is the price along with some of the newer features.,"['LAPTOP#PRICE', 'LAPTOP#DESIGN_FEATURES']",
367,The screen is bright and the keyboard is nice;,"['DISPLAY#QUALITY', 'KEYBOARD#GENERAL']",
368,I find myself using the 10-key more than I thought I would.,"['KEYBOARD#DESIGN_FEATURES', 'KEYBOARD#USABILITY']",
369,Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos.,['BATTERY#OPERATION_PERFORMANCE'],
370,For those that care about noise this thing doesn't really make any;,['LAPTOP#QUALITY'],
371,the i3 processor doesn't seem to run hot and the fan rarely turns on.,['CPU#QUALITY'],
372,I took off a star because the machine has a lot of junk software on it.,"['LAPTOP#DESIGN_FEATURES', 'SOFTWARE#GENERAL']",
373,I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff.,['LAPTOP#DESIGN_FEATURES'],
374,Once I removed all the software the laptop loads in 15-20 seconds.,"['SOFTWARE#GENERAL', 'LAPTOP#OPERATION_PERFORMANCE']",
375,This is not a serious gaming laptop or a serious media machine;,['LAPTOP#MISCELLANEOUS'],
376,my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.,"['LAPTOP#MISCELLANEOUS', 'GRAPHICS#DESIGN_FEATURES']",
377,Overall I am very satisfied with the purchase.,['LAPTOP#GENERAL'],
378,"Great, quick laptop for the money.","['LAPTOP#GENERAL', 'LAPTOP#PRICE', 'LAPTOP#OPERATION_PERFORMANCE']",
379,Right size and weight for portability.,"['LAPTOP#DESIGN_FEATURES', 'LAPTOP#PORTABILITY']",
380,Battery life needs more life.,['BATTERY#OPERATION_PERFORMANCE'],
381,Battery is not upgradable to a longer life battery.,['LAPTOP#USABILITY'],
382,I love everything about it.,['LAPTOP#GENERAL'],
383,The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,['BATTERY#OPERATION_PERFORMANCE'],
384,I would like at least a 4 hr. battery life.,['BATTERY#OPERATION_PERFORMANCE'],
385,"Otherwise, all other features are a 1",['LAPTOP#DESIGN_FEATURES'],
386,This mac is great!,['LAPTOP#GENERAL'],
387,"lightweight, long battery life, excellent transition from PC;","['LAPTOP#DESIGN_FEATURES', 'BATTERY#OPERATION_PERFORMANCE', 'LAPTOP#MISCELLANEOUS']",
388,THIS HAS BEEN NOTHING BUT A HEADACHE SINCE WE PURCHASED IT.,['LAPTOP#GENERAL'],
389,"I will NEVER buy (Refurbished) again, I don't cae how cheap it is.",['LAPTOP#MISCELLANEOUS'],
390,Just don't waste your time and money on this.,['LAPTOP#GENERAL'],
391,"I tried giving it 0 stars but I had to choose at least one, but IMO NO STARS",['LAPTOP#GENERAL'],
392,Summary: Dont buy HP.,['COMPANY#GENERAL'],
393,"If you buy, pray you dont have major prolems.",['COMPANY#GENERAL'],
394,Runs Hot,['LAPTOP#QUALITY'],
395,I thought we were paying for quality in our decision to buy an Apple product.,"['COMPANY#GENERAL', 'LAPTOP#QUALITY']",
396,"After a little more than a year of owning my MacBook Pro, the monitor has completely died.",['DISPLAY#QUALITY'],
397,"This purchase opened me to the world of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it.",['LAPTOP#DESIGN_FEATURES'],
398,Then 2 of my nephews were going into music and both fell in love with the MacBook Pro.,['LAPTOP#GENERAL'],
399,Now they are believers in the product.,['LAPTOP#GENERAL'],
400,"It is easy to use, has great screen quality, and every so light weight.","['LAPTOP#USABILITY', 'DISPLAY#QUALITY', 'LAPTOP#DESIGN_FEATURES']",
401,This little netboook is helping me get work done!,['LAPTOP#GENERAL'],
402,I homeschool my kids and with this netbook next to my desk we get to teaching and illustrating without skipping a beat.,['LAPTOP#MISCELLANEOUS'],
403,I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.,"['LAPTOP#DESIGN_FEATURES', 'LAPTOP#USABILITY']",
404,"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;","['BATTERY#OPERATION_PERFORMANCE', 'LAPTOP#DESIGN_FEATURES', 'LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#MISCELLANEOUS']",
405,The overall build quality of the unit is excellent and she'd recommend it to anyone else looking for a netbook.,"['LAPTOP#QUALITY', 'LAPTOP#GENERAL']",
406,"If you're looking for something to fly through those massive spreadsheets or play a graphics-intensive game, you'd be better off getting a machine aimed at that segment of the market.",['LAPTOP#MISCELLANEOUS'],
407,"previous laptops were pc's, still have them, but the mac osx is a clean and smooth operating system.","['OS#DESIGN_FEATURES', 'OS#OPERATION_PERFORMANCE']",
408,"still testing the battery life as i thought it would be better, but am very happy with the upgrade.","['BATTERY#OPERATION_PERFORMANCE', 'LAPTOP#GENERAL']",
409,"Probably as good as you can get in a netbook, does everything I ask for and has some very good unexpected pluses.","['LAPTOP#GENERAL', 'LAPTOP#DESIGN_FEATURES']",
410,Has met or exceeded my needs for a compact travel device.,['LAPTOP#PORTABILITY'],
411,"So far, so good!",['LAPTOP#GENERAL'],
412,I've been impressed with the battery life and the performance for such a small amount of memory.,"['BATTERY#OPERATION_PERFORMANCE', 'LAPTOP#OPERATION_PERFORMANCE', 'MEMORY#DESIGN_FEATURES']",
